POS,Rank,Simplified,Traditional,Pinyin,English,HSK
verb,81,收,收,shōu,to receive,4
verb,82,接,接,jiē,to receive / connect / pick up,3
verb,83,放,放,fàng,to put / release,3
verb,84,挂,掛,guà,to hang,5
verb,85,摆,擺,bǎi,to place / arrange,5
verb,86,换,換,huàn,to change / exchange,3
verb,87,借,借,jiè,to borrow / lend,3
verb,88,还,還,huán,to return (something),3
verb,89,付,付,fù,to pay,5
verb,90,花,花,huā,to spend (money),3
verb,91,赚,賺,zhuàn,to earn,5
verb,92,省,省,shěng,to save (money),5
verb,93,发生,發生,fāshēng,to happen / occur,4
verb,94,出现,出現,chūxiàn,to appear,4
verb,95,消失,消失,xiāoshī,to disappear,5
verb,96,成为,成為,chéngwéi,to become,5
verb,97,变,變,biàn,to change,4
verb,98,变化,變化,biànhuà,to change / vary,5
verb,99,进,進,jìn,to enter,2
verb,100,进来,進來,jìnlái,to come in,2
verb,101,进去,進去,jìnqù,to go in,2
verb,102,出,出,chū,to exit / go out,2
verb,103,出去,出去,chūqù,to go out,2
verb,104,上,上,shàng,to go up / attend,1
verb,105,下,下,xià,to descend / get off,1
verb,106,过,過,guò,to pass / spend (time),2
verb,107,经过,經過,jīngguò,to pass through,4
verb,108,路过,路過,lùguò,to pass by,5
verb,109,到达,到達,dàodá,to arrive at,4
verb,110,离,離,lí,to be away from,2
verb,111,飞,飛,fēi,to fly,3
verb,112,骑,騎,qí,to ride (bike/horse),3
verb,113,开车,開車,kāichē,to drive a car,3
verb,114,停,停,tíng,to stop / park,4
verb,115,坐车,坐車,zuòchē,to ride (vehicle),2
verb,116,坐飞机,坐飛機,zuò fēijī,to fly (as passenger),2
verb,117,旅游,旅遊,lǚyóu,to travel / tour,3
verb,118,旅行,旅行,lǚxíng,to travel,3
verb,119,搬,搬,bān,to move / relocate,4
verb,120,搬家,搬家,bānjiā,to move house,4
verb,121,住,住,zhù,to live / reside,1
verb,122,生活,生活,shēnghuó,to live,3
verb,123,工作,工作,gōngzuò,to work,1
verb,124,上班,上班,shàngbān,to go to work,2
verb,125,下班,下班,xiàbān,to get off work,2
verb,126,上课,上課,shàngkè,to attend class,2
verb,127,下课,下課,xiàkè,to finish class,2
verb,128,上学,上學,shàngxué,to go to school,2
verb,129,放假,放假,fàngjià,to have vacation,4
verb,130,休息,休息,xiūxi,to rest,2
verb,131,锻炼,鍛煉,duànliàn,to exercise,4
verb,132,运动,運動,yùndòng,to exercise,2
verb,133,比赛,比賽,bǐsài,to compete,3
verb,134,赢,贏,yíng,to win,5
verb,135,输,輸,shū,to lose,5
verb,136,练习,練習,liànxí,to practice,3
verb,137,准备,準備,zhǔnbèi,to prepare,2
verb,138,完成,完成,wánchéng,to complete,4
verb,139,结束,結束,jiéshù,to end / finish,4
verb,140,开始,開始,kāishǐ,to begin / start,2
verb,141,继续,繼續,jìxù,to continue,4
verb,142,停止,停止,tíngzhǐ,to stop / cease,5
verb,143,尝试,嘗試,chángshì,to try / attempt,5
verb,144,试,試,shì,to try / test,3
verb,145,成功,成功,chénggōng,to succeed,4
verb,146,失败,失敗,shībài,to fail,4
verb,147,放弃,放棄,fàngqì,to give up,5
verb,148,坚持,堅持,jiānchí,to persist,4
verb,149,努力,努力,nǔlì,to work hard,3
verb,150,加油,加油,jiāyóu,to cheer on / refuel,3
verb,151,表示,表示,biǎoshì,to express / indicate,4
verb,152,表达,表達,biǎodá,to express,5
verb,153,表演,表演,biǎoyǎn,to perform,4
verb,154,演,演,yǎn,to perform / act,5
verb,155,表现,表現,biǎoxiàn,to perform / show,5
verb,156,发表,發表,fābiǎo,to publish / issue,5
verb,157,发展,發展,fāzhǎn,to develop,4
verb,158,发现,發現,fāxiàn,to discover,3
verb,159,发明,發明,fāmíng,to invent,5
verb,160,创造,創造,chuàngzào,to create,5
verb,161,生产,生產,shēngchǎn,to produce,5
verb,162,制造,製造,zhìzào,to manufacture,5
verb,163,建,建,jiàn,to build / construct,4
verb,164,建筑,建築,jiànzhù,to build (architecture),5
verb,165,修,修,xiū,to repair / build,5
verb,166,修理,修理,xiūlǐ,to repair,5
verb,167,破坏,破壞,pòhuài,to destroy / damage,5
verb,168,坏,壞,huài,to spoil / go bad,3
verb,169,死,死,sǐ,to die,4
verb,170,活,活,huó,to live / be alive,4
verb,171,生,生,shēng,to give birth / grow / raw,4
verb,172,长,長,zhǎng,to grow / develop,3
verb,173,长大,長大,zhǎngdà,to grow up,2
verb,174,生长,生長,shēngzhǎng,to grow (plants/things),6
verb,175,增加,增加,zēngjiā,to increase,4
verb,176,减少,減少,jiǎnshǎo,to decrease,4
verb,177,提高,提高,tígāo,to raise / improve,4
verb,178,降低,降低,jiàngdī,to lower / reduce,5
verb,179,增长,增長,zēngzhǎng,to grow / increase,5
verb,180,扩大,擴大,kuòdà,to expand,5
verb,181,缩小,縮小,suōxiǎo,to shrink / reduce,6
verb,182,改变,改變,gǎibiàn,to change / alter,3
verb,183,改,改,gǎi,to change / correct,5
verb,184,改善,改善,gǎishàn,to improve,5
verb,185,改进,改進,gǎijìn,to improve,5
verb,186,改革,改革,gǎigé,to reform,6
verb,187,修改,修改,xiūgǎi,to revise / modify,5
verb,188,影响,影響,yǐngxiǎng,to influence / affect,4
verb,189,受,受,shòu,to receive / endure,4
verb,190,接受,接受,jiēshòu,to accept,4
verb,191,拒绝,拒絕,jùjué,to refuse / reject,4
verb,192,同意,同意,tóngyì,to agree,3
verb,193,反对,反對,fǎnduì,to oppose,4
verb,194,支持,支持,zhīchí,to support,4
verb,195,赞成,贊成,zànchéng,to approve of,6
verb,196,批评,批評,pīpíng,to criticize,4
verb,197,称赞,稱讚,chēngzàn,to praise,6
verb,198,表扬,表揚,biǎoyáng,to praise / commend,5
verb,199,鼓励,鼓勵,gǔlì,to encourage,4
verb,200,提醒,提醒,tíxǐng,to remind / warn,4
verb,201,提出,提出,tíchū,to propose / raise,4
verb,202,提,提,tí,to lift / raise / mention,4
verb,203,举,舉,jǔ,to lift / raise,5
verb,204,举行,舉行,jǔxíng,to hold (event),4
verb,205,举办,舉辦,jǔbàn,to host / hold (event),5
verb,206,召开,召開,zhàokāi,to convene (meeting),6
verb,207,参与,參與,cānyù,to take part in,5
verb,208,加入,加入,jiārù,to join,4
verb,209,退出,退出,tuìchū,to withdraw / quit,5
verb,210,退,退,tuì,to retreat / return,5
verb,211,邀请,邀請,yāoqǐng,to invite,4
verb,212,欢迎,歡迎,huānyíng,to welcome,2
verb,213,拜访,拜訪,bàifǎng,to pay a visit,6
verb,214,访问,訪問,fǎngwèn,to visit / interview,5
verb,215,接待,接待,jiēdài,to receive (guests),5
verb,216,招待,招待,zhāodài,to entertain / receive,5
verb,217,陪,陪,péi,to accompany,4
verb,218,跟,跟,gēn,to follow / with,3
verb,219,跟随,跟隨,gēnsuí,to follow,6
verb,220,追,追,zhuī,to chase,5
verb,221,赶,趕,gǎn,to catch up / hurry,4
verb,222,赶紧,趕緊,gǎnjǐn,to hurry,5
verb,223,赶到,趕到,gǎndào,to rush to,4
verb,224,离开,離開,líkāi,to depart,3
verb,225,到达,到達,dàodá,to arrive,4
verb,226,经过,經過,jīngguò,to go through,4
verb,227,通过,通過,tōngguò,to pass through / via,4
verb,228,穿过,穿過,chuānguò,to cross / pass through,5
verb,229,跨,跨,kuà,to step across,6
verb,230,越过,越過,yuèguò,to cross over,6
verb,231,绕,繞,rào,to go around,5
verb,232,弯,彎,wān,to bend / curve,6
verb,233,转,轉,zhuǎn,to turn / transfer,4
verb,234,拐,拐,guǎi,to turn / limp,5
verb,235,翻,翻,fān,to turn over / flip,5
verb,236,翻译,翻譯,fānyì,to translate,4
verb,237,说明,說明,shuōmíng,to explain / instruct,3
verb,238,表示,表示,biǎoshì,to indicate,4
verb,239,显示,顯示,xiǎnshì,to display / show,5
verb,240,表明,表明,biǎomíng,to state clearly,5
verb,241,证明,證明,zhèngmíng,to prove,4
verb,242,肯定,肯定,kěndìng,to affirm / be sure,4
verb,243,确定,確定,quèdìng,to confirm / be certain,4
verb,244,否定,否定,fǒudìng,to negate / deny,5
verb,245,否认,否認,fǒurèn,to deny,5
verb,246,怀疑,懷疑,huáiyí,to doubt / suspect,4
verb,247,相信,相信,xiāngxìn,to believe,3
verb,248,信,信,xìn,to believe / trust,3
verb,249,误会,誤會,wùhuì,to misunderstand,5
verb,250,原谅,原諒,yuánliàng,to forgive,4
verb,251,道歉,道歉,dàoqiàn,to apologize,4
verb,252,感谢,感謝,gǎnxiè,to thank,4
verb,253,感激,感激,gǎnjī,to be grateful,6
verb,254,感动,感動,gǎndòng,to move / touch (emotionally),4
verb,255,感觉,感覺,gǎnjué,to feel,3
verb,256,感受,感受,gǎnshòu,to sense / feel,5
verb,257,害怕,害怕,hàipà,to be afraid,3
verb,258,担心,擔心,dānxīn,to worry,3
verb,259,紧张,緊張,jǐnzhāng,to be nervous,4
verb,260,放心,放心,fàngxīn,to feel at ease,4
verb,261,生气,生氣,shēngqì,to get angry,3
verb,262,发脾气,發脾氣,fā píqi,to lose temper,5
verb,263,惊讶,驚訝,jīngyà,to be surprised,5
verb,264,兴奋,興奮,xīngfèn,to be excited,5
verb,265,难过,難過,nánguò,to feel sad,4
verb,266,失望,失望,shīwàng,to be disappointed,4
verb,267,伤心,傷心,shāngxīn,to be brokenhearted,4
verb,268,后悔,後悔,hòuhuǐ,to regret,4
verb,269,羡慕,羨慕,xiànmù,to envy / admire,5
verb,270,嫉妒,嫉妒,jídù,to be jealous,6
verb,271,讨厌,討厭,tǎoyàn,to dislike / hate,4
verb,272,恨,恨,hèn,to hate,5
verb,273,担任,擔任,dānrèn,to hold post / serve as,5
verb,274,负责,負責,fùzé,to be responsible for,4
verb,275,管理,管理,guǎnlǐ,to manage,4
verb,276,控制,控制,kòngzhì,to control,5
verb,277,指挥,指揮,zhǐhuī,to command / conduct,6
verb,278,命令,命令,mìnglìng,to order / command,5
verb,279,要求,要求,yāoqiú,to require / demand,3
verb,280,请求,請求,qǐngqiú,to request,5
verb,281,请,請,qǐng,to ask / invite / please,1
verb,282,允许,允許,yǔnxǔ,to allow / permit,4
verb,283,同意,同意,tóngyì,to consent,3
verb,284,答应,答應,dāying,to agree / promise,5
verb,285,答,答,dá,to answer,3
verb,286,保证,保證,bǎozhèng,to guarantee,4
verb,287,承诺,承諾,chéngnuò,to promise,6
verb,288,承认,承認,chéngrèn,to admit / acknowledge,5
verb,289,发誓,發誓,fāshì,to swear / vow,6
verb,290,赌,賭,dǔ,to gamble / bet,6
verb,291,保护,保護,bǎohù,to protect,4
verb,292,保存,保存,bǎocún,to preserve / save,5
verb,293,保持,保持,bǎochí,to keep / maintain,4
verb,294,保留,保留,bǎoliú,to reserve / retain,5
verb,295,留,留,liú,to keep / stay,4
verb,296,留下,留下,liúxià,to leave behind,4
verb,297,剩,剩,shèng,to remain / be left over,5
verb,298,丢,丟,diū,to lose / throw,4
verb,299,丢失,丟失,diūshī,to lose (something),6
verb,300,失去,失去,shīqù,to lose,5
verb,301,找到,找到,zhǎodào,to find,2
verb,302,发现,發現,fāxiàn,to discover,3
verb,303,寻找,尋找,xúnzhǎo,to seek / search,5
verb,304,搜索,搜索,sōusuǒ,to search,6
verb,305,检查,檢查,jiǎnchá,to check / inspect,3
verb,306,检验,檢驗,jiǎnyàn,to inspect / test,6
verb,307,调查,調查,diàochá,to investigate / survey,4
verb,308,研究,研究,yánjiū,to research,4
verb,309,分析,分析,fēnxī,to analyze,5
verb,310,观察,觀察,guānchá,to observe,5
verb,311,注意,注意,zhùyì,to pay attention,3
verb,312,集中,集中,jízhōng,to concentrate / gather,5
verb,313,思考,思考,sīkǎo,to think deeply,5
verb,314,考虑,考慮,kǎolǜ,to consider,4
verb,315,讨论,討論,tǎolùn,to discuss,4
verb,316,商量,商量,shāngliang,to discuss / consult,4
verb,317,聊天,聊天,liáotiān,to chat,3
verb,318,交流,交流,jiāoliú,to communicate,4
verb,319,沟通,溝通,gōutōng,to communicate,5
verb,320,交,交,jiāo,to hand in / cross,4
verb,321,交往,交往,jiāowǎng,to associate with,5
verb,322,交给,交給,jiāogěi,to hand over to,4
verb,323,赠,贈,zèng,to give (as gift),6
verb,324,送给,送給,sòng gěi,to give (as gift),2
verb,325,扔,扔,rēng,to throw,4
verb,326,摔,摔,shuāi,to fall / drop,5
verb,327,砸,砸,zá,to smash,6
verb,328,撕,撕,sī,to tear,6
verb,329,折,折,zhé,to fold / break,5
verb,330,剪,剪,jiǎn,to cut with scissors,5
verb,331,切,切,qiē,to cut / slice,5
verb,332,砍,砍,kǎn,to chop,6
verb,333,挖,挖,wā,to dig,6
verb,334,推,推,tuī,to push,4
verb,335,拉,拉,lā,to pull,4
verb,336,抓,抓,zhuā,to grab / catch,5
verb,337,握,握,wò,to hold / grasp,6
verb,338,捏,捏,niē,to pinch,6
verb,339,抱,抱,bào,to hug / embrace,4
verb,340,吻,吻,wěn,to kiss,6
verb,341,亲,親,qīn,to kiss / be close to,5
verb,342,打,打,dǎ,to hit / play,1
verb,343,打架,打架,dǎjià,to fight (physical),5
verb,344,吵架,吵架,chǎojià,to argue / quarrel,5
verb,345,吵,吵,chǎo,to be noisy / argue,5
verb,346,骂,罵,mà,to scold / curse,5
verb,347,咬,咬,yǎo,to bite,5
verb,348,踢,踢,tī,to kick,5
verb,349,打扫,打掃,dǎsǎo,to clean / sweep,3
verb,350,扫,掃,sǎo,to sweep,4
verb,351,擦,擦,cā,to wipe,4
verb,352,清理,清理,qīnglǐ,to clean up / clear,6
verb,353,整理,整理,zhěnglǐ,to arrange / tidy,4
verb,354,收拾,收拾,shōushi,to tidy up / pack,5
verb,355,整,整,zhěng,to arrange / whole,5
verb,356,排,排,pái,to arrange in row,4
verb,357,排列,排列,páiliè,to arrange in order,6
verb,358,摆放,擺放,bǎifàng,to arrange / place,6
verb,359,列出,列出,lièchū,to list out,6
verb,360,分,分,fēn,to divide / minute,3
verb,361,分开,分開,fēnkāi,to separate,4
verb,362,分类,分類,fēnlèi,to classify,5
verb,363,分组,分組,fēnzǔ,to divide into groups,6
verb,364,合,合,hé,to combine / close,5
verb,365,合并,合併,hébìng,to merge,6
verb,366,结合,結合,jiéhé,to combine / integrate,5
verb,367,加,加,jiā,to add / plus,3
verb,368,增加,增加,zēngjiā,to increase,4
verb,369,加上,加上,jiāshàng,to add on / plus,4
verb,370,减,減,jiǎn,to subtract / reduce,5
verb,371,除,除,chú,to remove / divide,5
verb,372,乘,乘,chéng,to multiply / ride,5
verb,373,算,算,suàn,to calculate / consider,3
verb,374,计算,計算,jìsuàn,to calculate,4
verb,375,数,數,shǔ,to count,3
verb,376,称,稱,chēng,to weigh / call,5
verb,377,量,量,liáng,to measure,5
verb,378,测量,測量,cèliáng,to measure / survey,6
verb,379,比较,比較,bǐjiào,to compare,3
verb,380,比,比,bǐ,to compare / than,2
verb,381,对比,對比,duìbǐ,to contrast / compare,6
verb,382,区别,區別,qūbié,to distinguish,5
verb,383,分别,分別,fēnbié,to differentiate / separately,5
verb,384,平,平,píng,to level / flat,5
verb,385,倒,倒,dào,to pour / invert / fall,4
verb,386,洒,灑,sǎ,to sprinkle / spill,6
verb,387,流,流,liú,to flow,5
verb,388,滴,滴,dī,to drip,6
verb,389,泡,泡,pào,to soak / steep,5
verb,390,煮,煮,zhǔ,to boil / cook,5
verb,391,炒,炒,chǎo,to stir-fry,5
verb,392,炸,炸,zhá,to deep-fry / explode,6
verb,393,烤,烤,kǎo,to bake / grill,4
verb,394,蒸,蒸,zhēng,to steam,6
verb,395,煎,煎,jiān,to pan-fry,6
verb,396,烧,燒,shāo,to burn / cook,4
verb,397,尝,嘗,cháng,to taste,5
verb,398,咀嚼,咀嚼,jǔjué,to chew,6
verb,399,吞,吞,tūn,to swallow,6
verb,400,消化,消化,xiāohuà,to digest,6
verb,401,呼吸,呼吸,hūxī,to breathe,5
verb,402,咳嗽,咳嗽,késòu,to cough,4
verb,403,打喷嚏,打噴嚏,dǎ pēntì,to sneeze,6
verb,404,打呼噜,打呼嚕,dǎ hūlū,to snore,6
verb,405,醒,醒,xǐng,to wake up,4
verb,406,醒来,醒來,xǐnglái,to wake up,4
verb,407,困,困,kùn,to be sleepy / trap,4
verb,408,累,累,lèi,to be tired,2
verb,409,疲劳,疲勞,píláo,to be fatigued,6
verb,410,休假,休假,xiūjià,to take vacation,6
verb,411,请假,請假,qǐngjià,to ask for leave,4
verb,412,放松,放鬆,fàngsōng,to relax,5
verb,413,紧,緊,jǐn,to tighten,4
verb,414,松,鬆,sōng,to loosen,5
verb,415,捆,捆,kǔn,to bind / tie,6
verb,416,系,繫,jì,to tie / fasten,5
verb,417,解,解,jiě,to untie / solve,4
verb,418,解开,解開,jiěkāi,to untie / unfasten,5
verb,419,解决,解決,jiějué,to solve / resolve,3
verb,420,处理,處理,chǔlǐ,to handle / deal with,5
verb,421,对付,對付,duìfù,to deal with / cope,6
verb,422,面对,面對,miànduì,to face / confront,5
verb,423,躲,躲,duǒ,to hide / avoid,5
verb,424,躲藏,躲藏,duǒcáng,to hide (oneself),6
verb,425,隐藏,隱藏,yǐncáng,to hide / conceal,6
verb,426,藏,藏,cáng,to hide,5
verb,427,露,露,lù,to reveal / expose,5
verb,428,暴露,暴露,bàolù,to expose,6
verb,429,展开,展開,zhǎnkāi,to unfold / launch,6
verb,430,展示,展示,zhǎnshì,to display / show,5
verb,431,介绍,介紹,jièshào,to introduce,2
verb,432,推荐,推薦,tuījiàn,to recommend,5
verb,433,推销,推銷,tuīxiāo,to promote / market,6
verb,434,宣传,宣傳,xuānchuán,to publicize / propagate,5
verb,435,宣布,宣布,xuānbù,to announce,5
verb,436,公布,公佈,gōngbù,to make public,6
verb,437,公开,公開,gōngkāi,to make public / open,5
verb,438,发布,發佈,fābù,to release / publish,6
verb,439,出版,出版,chūbǎn,to publish,5
verb,440,印刷,印刷,yìnshuā,to print,6
verb,441,印,印,yìn,to print / stamp,5
verb,442,复印,複印,fùyìn,to photocopy,5
verb,443,扫描,掃描,sǎomiáo,to scan,6
verb,444,下载,下載,xiàzài,to download,5
verb,445,上传,上傳,shàngchuán,to upload,6
verb,446,登录,登錄,dēnglù,to log in,6
verb,447,注册,註冊,zhùcè,to register / sign up,5
verb,448,点击,點擊,diǎnjī,to click,6
verb,449,发送,發送,fāsòng,to send / transmit,6
verb,450,收到,收到,shōudào,to receive,4
verb,451,回复,回覆,huífù,to reply,6
verb,452,联系,聯繫,liánxì,to contact,4
verb,453,联络,聯絡,liánluò,to contact / liaise,6
verb,454,拨打,撥打,bōdǎ,to dial (phone),6
verb,455,挂断,掛斷,guàduàn,to hang up (phone),6
verb,456,赞,讚,zàn,to praise / like,5
verb,457,称呼,稱呼,chēnghu,to call / address,5
verb,458,提名,提名,tímíng,to nominate,6
verb,459,推举,推舉,tuījǔ,to elect,6
verb,460,投票,投票,tóupiào,to vote,5
verb,461,选举,選舉,xuǎnjǔ,to elect,5
verb,462,竞争,競爭,jìngzhēng,to compete,5
verb,463,竞选,競選,jìngxuǎn,to run for election,6
verb,464,获得,獲得,huòdé,to obtain / achieve,4
verb,465,得到,得到,dédào,to get / obtain,4
verb,466,得,得,dé,to get,2
verb,467,赢得,贏得,yíngdé,to win / gain,5
verb,468,获奖,獲獎,huòjiǎng,to win a prize,6
verb,469,发奖,發獎,fājiǎng,to give award,6
verb,470,授予,授予,shòuyǔ,to bestow / confer,6
verb,471,颁发,頒發,bānfā,to award / issue,6
verb,472,奖励,獎勵,jiǎnglì,to reward,5
verb,473,惩罚,懲罰,chéngfá,to punish,5
verb,474,处罚,處罰,chǔfá,to penalize / punish,6
verb,475,罚,罰,fá,to penalize / fine,4
verb,476,罚款,罰款,fákuǎn,to impose a fine,5
verb,477,赔,賠,péi,to compensate / lose,5
verb,478,赔偿,賠償,péicháng,to compensate,6
verb,479,补偿,補償,bǔcháng,to compensate / make up,6
verb,480,退款,退款,tuìkuǎn,to refund,6
verb,481,投诉,投訴,tóusù,to complain formally,6
verb,482,抱怨,抱怨,bàoyuàn,to complain,5
verb,483,反映,反映,fǎnyìng,to reflect / report,5
verb,484,反应,反應,fǎnyìng,to react / respond,5
verb,485,反抗,反抗,fǎnkàng,to resist / revolt,6
verb,486,抵抗,抵抗,dǐkàng,to resist,6
verb,487,斗争,鬥爭,dòuzhēng,to struggle / fight,6
verb,488,战斗,戰鬥,zhàndòu,to battle / fight,6
verb,489,打仗,打仗,dǎzhàng,to wage war,6
verb,490,征服,征服,zhēngfú,to conquer,6
verb,491,投降,投降,tóuxiáng,to surrender,6
verb,492,撤退,撤退,chètuì,to retreat,6
verb,493,和解,和解,héjiě,to reconcile,6
verb,494,和好,和好,héhǎo,to make up,6
verb,495,道别,道別,dàobié,to bid farewell,6
verb,496,告别,告別,gàobié,to say goodbye,5
verb,497,欢送,歡送,huānsòng,to see off (with warmth),6
verb,498,迎接,迎接,yíngjiē,to welcome / meet,5
verb,499,庆祝,慶祝,qìngzhù,to celebrate,5
verb,500,纪念,紀念,jìniàn,to commemorate,5
adjective,1,大,大,dà,big / large,1
adjective,2,小,小,xiǎo,small,1
adjective,3,多,多,duō,many / much,1
adjective,4,少,少,shǎo,few / little,1
adjective,5,好,好,hǎo,good,1
adjective,6,坏,壞,huài,bad / broken,3
adjective,7,新,新,xīn,new,2
adjective,8,旧,舊,jiù,old (used),3
adjective,9,老,老,lǎo,old (aged) / experienced,3
adjective,10,年轻,年輕,niánqīng,young,3
adjective,11,高,高,gāo,tall / high,2
adjective,12,矮,矮,ǎi,short (height),3
adjective,13,长,長,cháng,long,2
adjective,14,短,短,duǎn,short (length),3
adjective,15,胖,胖,pàng,fat,3
adjective,16,瘦,瘦,shòu,thin (person),3
adjective,17,厚,厚,hòu,thick,5
adjective,18,薄,薄,báo,thin (object),5
adjective,19,宽,寬,kuān,wide,5
adjective,20,窄,窄,zhǎi,narrow,6
adjective,21,重,重,zhòng,heavy,4
adjective,22,轻,輕,qīng,light (weight),4
adjective,23,快,快,kuài,fast / quick,2
adjective,24,慢,慢,màn,slow,2
adjective,25,早,早,zǎo,early,2
adjective,26,晚,晚,wǎn,late,2
adjective,27,远,遠,yuǎn,far,2
adjective,28,近,近,jìn,near / close,2
adjective,29,热,熱,rè,hot,1
adjective,30,冷,冷,lěng,cold,1
adjective,31,暖和,暖和,nuǎnhuo,warm,4
adjective,32,凉快,涼快,liángkuai,cool / pleasantly cold,4
adjective,33,干,乾,gān,dry,4
adjective,34,湿,濕,shī,wet,5
adjective,35,满,滿,mǎn,full,4
adjective,36,空,空,kōng,empty,4
adjective,37,硬,硬,yìng,hard / firm,5
adjective,38,软,軟,ruǎn,soft,4
adjective,39,紧,緊,jǐn,tight,4
adjective,40,松,鬆,sōng,loose,5
adjective,41,干净,乾淨,gānjìng,clean,3
adjective,42,脏,髒,zāng,dirty,4
adjective,43,整齐,整齊,zhěngqí,neat / tidy,5
adjective,44,乱,亂,luàn,messy / chaotic,4
adjective,45,对,對,duì,correct / right,2
adjective,46,错,錯,cuò,wrong / incorrect,2
adjective,47,真,真,zhēn,true / real,2
adjective,48,假,假,jiǎ,false / fake,4
adjective,49,准确,準確,zhǔnquè,accurate / precise,5
adjective,50,模糊,模糊,móhu,vague / blurry,6
adjective,51,忙,忙,máng,busy,2
adjective,52,闲,閒,xián,idle / leisurely,5
adjective,53,累,累,lèi,tired,2
adjective,54,困,困,kùn,sleepy,4
adjective,55,饿,餓,è,hungry,3
adjective,56,渴,渴,kě,thirsty,3
adjective,57,饱,飽,bǎo,full (from eating),3
adjective,58,疼,疼,téng,painful / achy,3
adjective,59,痛,痛,tòng,painful / sore,5
adjective,60,舒服,舒服,shūfu,comfortable,3
adjective,61,难受,難受,nánshòu,uncomfortable / feeling bad,5
adjective,62,方便,方便,fāngbiàn,convenient,3
adjective,63,麻烦,麻煩,máfan,troublesome,4
adjective,64,容易,容易,róngyì,easy,3
adjective,65,难,難,nán,difficult,3
adjective,66,简单,簡單,jiǎndān,simple,3
adjective,67,复杂,複雜,fùzá,complex / complicated,4
adjective,68,清楚,清楚,qīngchu,clear (to understand),3
adjective,69,糊涂,糊塗,hútu,muddled / confused,6
adjective,70,聪明,聰明,cōngming,smart / clever,3
adjective,71,笨,笨,bèn,stupid / dumb,5
adjective,72,蠢,蠢,chǔn,stupid / dull,6
adjective,73,有名,有名,yǒumíng,famous,3
adjective,74,著名,著名,zhùmíng,well-known,5
adjective,75,重要,重要,zhòngyào,important,3
adjective,76,有用,有用,yǒuyòng,useful,4
adjective,77,没用,沒用,méiyòng,useless,4
adjective,78,必要,必要,bìyào,necessary,5
adjective,79,需要,需要,xūyào,needed / required,3
adjective,80,特别,特別,tèbié,special / particular,3
adjective,81,特殊,特殊,tèshū,unusual / special,5
adjective,82,普通,普通,pǔtōng,ordinary / common,4
adjective,83,一般,一般,yìbān,general / ordinary,3
adjective,84,正常,正常,zhèngcháng,normal,4
adjective,85,奇怪,奇怪,qíguài,strange / odd,3
adjective,86,有趣,有趣,yǒuqù,interesting / funny,4
adjective,87,有意思,有意思,yǒu yìsi,interesting,2
adjective,88,无聊,無聊,wúliáo,boring,4
adjective,89,好玩,好玩,hǎowán,fun / amusing,3
adjective,90,好吃,好吃,hǎochī,delicious,2
adjective,91,好喝,好喝,hǎohē,tasty (drink),2
adjective,92,好看,好看,hǎokàn,good-looking,2
adjective,93,好听,好聽,hǎotīng,nice-sounding,2
adjective,94,难吃,難吃,nánchī,bad-tasting,4
adjective,95,难看,難看,nánkàn,ugly,4
adjective,96,难听,難聽,nántīng,unpleasant-sounding,4
adjective,97,漂亮,漂亮,piàoliang,pretty / beautiful,1
adjective,98,美,美,měi,beautiful,3
adjective,99,美丽,美麗,měilì,beautiful,4
adjective,100,帅,帥,shuài,handsome / cool,3
adjective,101,丑,醜,chǒu,ugly,5
adjective,102,可爱,可愛,kě'ài,cute / lovable,3
adjective,103,酷,酷,kù,cool (slang),5
adjective,104,时尚,時尚,shíshàng,fashionable,6
adjective,105,流行,流行,liúxíng,popular / trendy,4
adjective,106,传统,傳統,chuántǒng,traditional,5
adjective,107,现代,現代,xiàndài,modern,5
adjective,108,古老,古老,gǔlǎo,ancient,6
adjective,109,古代,古代,gǔdài,ancient (period),5
adjective,110,崭新,嶄新,zhǎnxīn,brand-new,6
adjective,111,陈旧,陳舊,chénjiù,outdated / old,6
adjective,112,过时,過時,guòshí,out-of-date,6
adjective,113,先进,先進,xiānjìn,advanced,5
adjective,114,落后,落後,luòhòu,backward / behind,5
adjective,115,发达,發達,fādá,developed,5
adjective,116,贫穷,貧窮,pínqióng,poor / impoverished,6
adjective,117,富有,富有,fùyǒu,rich / wealthy,6
adjective,118,富,富,fù,rich,5
adjective,119,穷,窮,qióng,poor,4
adjective,120,有钱,有錢,yǒuqián,rich (having money),3
adjective,121,贵,貴,guì,expensive / precious,2
adjective,122,便宜,便宜,piányi,cheap / inexpensive,2
adjective,123,免费,免費,miǎnfèi,free of charge,4
adjective,124,值得,值得,zhíde,worth / worthwhile,4
adjective,125,值,值,zhí,worth / value,5
adjective,126,珍贵,珍貴,zhēnguì,precious / valuable,6
adjective,127,宝贵,寶貴,bǎoguì,valuable / precious,5
adjective,128,普遍,普遍,pǔbiàn,universal / widespread,5
adjective,129,罕见,罕見,hǎnjiàn,rare / seldom seen,6
adjective,130,常见,常見,chángjiàn,common / frequent,5
adjective,131,独特,獨特,dútè,unique / distinctive,5
adjective,132,独立,獨立,dúlì,independent,5
adjective,133,统一,統一,tǒngyī,unified / uniform,5
adjective,134,分开,分開,fēnkāi,separate / apart,4
adjective,135,完整,完整,wánzhěng,complete / whole,5
adjective,136,完美,完美,wánměi,perfect,5
adjective,137,完全,完全,wánquán,complete / total,4
